Ticket_ID,Ticket_Type,Queue,Priority,Assigned_Team,Category,Status,Created_Date,Resolved_Date,Region
IT11105,Request,Customer Service,high,2 - Regular,Documentation,Resolved,17-06-2024,16-06-2024,MEA
IT11106,Incident,General Inquiry,medium,3 - Senior,Performance,Open,20-06-2024,20-06-2024,APAC
IT11107,Request,Human Resources,medium,4 - Management,Strategy,Open,23-06-2024,15-06-2024,LATAM
IT11108,Incident,IT Support,medium,3 - Senior,Disruption,In Progress,26-06-2024,15-06-2024,NA
IT11109,Incident,IT Support,high,1 - Junior,Technical,Resolved,29-06-2024,17-06-2024,MEA
IT11110,Incident,Billing and Payments,medium,3 - Senior,Payment,In Progress,02-07-2024,29-06-2024,MEA
IT11111,Incident,Technical Support,low,3 - Senior,Breach,Open,05-07-2024,15-06-2024,LATAM
IT11112,Problem,IT Support,low,3 - Senior,Performance,Resolved,08-07-2024,15-06-2024,MEA
IT11113,Request,Billing and Payments,high,4 - Management,Product,In Progress,11-07-2024,16-06-2024,EU
IT11114,Request,Customer Service,medium,4 - Management,IT,Open,14-07-2024,17-06-2024,NA
IT11115,Problem,Technical Support,high,1 - Junior,Disruption,Open,17-07-2024,20-06-2024,MEA
IT11116,Incident,Technical Support,low,4 - Management,Bug,Resolved,16-06-2024,26-06-2024,APAC
IT11117,Incident,Billing and Payments,medium,1 - Junior,Incident,Open,17-06-2024,15-06-2024,LATAM
IT11118,Problem,Sales and Pre-Sales,high,4 - Management,Performance,Open,17-07-2024,16-06-2024,LATAM
IT11119,Change,Technical Support,medium,2 - Regular,Product,In Progress,16-06-2024,26-06-2024,APAC
IT11120,Request,Billing and Payments,high,4 - Management,Payment,Resolved,17-06-2024,29-06-2024,EU
IT11121,Change,Product Support,high,3 - Senior,Optimization,In Progress,17-07-2024,29-06-2024,NA
IT11122,Incident,Returns and Exchanges,low,4 - Management,Sales,Open,16-06-2024,15-06-2024,APAC
IT11123,Incident,Product Support,medium,1 - Junior,Breach,Resolved,17-06-2024,17-06-2024,LATAM
IT11124,Request,Product Support,medium,3 - Senior,Documentation,In Progress,17-07-2024,20-06-2024,NA
IT11125,Change,Customer Service,high,2 - Regular,IT,Open,16-06-2024,26-06-2024,NA
IT11126,Problem,Technical Support,medium,4 - Management,Performance,Open,05-07-2024,29-06-2024,MEA
IT11127,Request,Sales and Pre-Sales,low,3 - Senior,Product,Open,08-07-2024,15-06-2024,EU
IT11128,Problem,IT Support,high,3 - Senior,Disruption,In Progress,11-07-2024,16-06-2024,EU
IT11129,Incident,Customer Service,medium,2 - Regular,Software,Resolved,14-07-2024,17-06-2024,NA
IT11130,Incident,Product Support,medium,3 - Senior,Network,In Progress,17-07-2024,17-06-2024,EU
IT11131,Problem,Customer Service,medium,2 - Regular,Bug,Open,20-07-2024,16-06-2024,EU
IT11132,Incident,Customer Service,medium,2 - Regular,Incident,Resolved,23-07-2024,17-06-2024,EU
IT11133,Incident,Billing and Payments,medium,3 - Senior,Account,Open,26-07-2024,20-06-2024,APAC
IT11134,Incident,Returns and Exchanges,low,2 - Regular,Bug,Open,29-07-2024,17-06-2024,NA
IT11135,Request,Billing and Payments,low,2 - Regular,Sales,In Progress,01-08-2024,20-06-2024,MEA
IT11136,Change,IT Support,high,1 - Junior,Sales,Resolved,04-08-2024,26-06-2024,MEA
IT11137,Problem,General Inquiry,medium,4 - Management,Performance,In Progress,07-08-2024,29-06-2024,MEA
IT11138,Incident,Technical Support,medium,2 - Regular,Integration,Open,10-08-2024,15-06-2024,LATAM
IT11139,Request,Product Support,high,3 - Senior,Feedback,Resolved,13-08-2024,29-06-2024,MEA
IT11140,Change,Customer Service,medium,4 - Management,Product,In Progress,16-08-2024,29-06-2024,NA
IT11141,Incident,Technical Support,high,2 - Regular,Login,Open,19-08-2024,15-06-2024,APAC
IT11142,Problem,Sales and Pre-Sales,medium,3 - Senior,Bug,Open,22-08-2024,15-06-2024,MEA
IT11143,Incident,Customer Service,medium,4 - Management,Sales,Resolved,25-08-2024,26-06-2024,APAC
IT11144,Request,Billing and Payments,medium,4 - Management,Breach,Open,28-08-2024,29-06-2024,NA
IT11145,Incident,Technical Support,high,2 - Regular,Customer,Open,31-08-2024,15-06-2024,APAC
IT11146,Problem,IT Support,high,2 - Regular,IT,In Progress,03-09-2024,16-06-2024,EU
IT11147,Change,Returns and Exchanges,high,4 - Management,Feedback,Resolved,17-07-2024,29-06-2024,NA
IT11148,Incident,Product Support,medium,4 - Management,Sales,In Progress,16-06-2024,15-06-2024,NA
IT11149,Problem,Technical Support,high,2 - Regular,Integration,Open,17-06-2024,15-06-2024,EU
IT11150,Request,IT Support,high,2 - Regular,Product,Resolved,20-06-2024,16-06-2024,NA
IT11151,Request,Technical Support,medium,1 - Junior,Compliance,In Progress,23-06-2024,17-06-2024,MEA
IT11152,Problem,Billing and Payments,medium,4 - Management,Refund,Open,26-06-2024,15-06-2024,APAC
IT11153,Request,Customer Service,low,1 - Junior,Sales,Open,29-06-2024,16-06-2024,MEA
IT11154,Request,Technical Support,medium,1 - Junior,Performance,Open,02-07-2024,17-06-2024,EU
IT11155,Change,Sales and Pre-Sales,medium,2 - Regular,Documentation,In Progress,05-07-2024,20-06-2024,EU
IT11156,Request,Product Support,high,2 - Regular,Integration,Resolved,08-07-2024,15-06-2024,MEA
IT11157,Request,Customer Service,medium,1 - Junior,Product,Open,11-07-2024,16-06-2024,APAC
IT11158,Incident,Product Support,medium,2 - Regular,Network,Resolved,14-07-2024,26-06-2024,LATAM
IT11159,Incident,Customer Service,medium,1 - Junior,Feedback,Open,17-07-2024,29-06-2024,APAC
IT11160,Request,Billing and Payments,medium,2 - Regular,Breach,Open,16-06-2024,15-06-2024,MEA
IT11161,Problem,Product Support,medium,1 - Junior,Breach,In Progress,17-06-2024,16-06-2024,EU
IT11162,Incident,Product Support,medium,4 - Management,Feedback,Resolved,17-07-2024,17-06-2024,MEA
IT11163,Incident,Customer Service,medium,1 - Junior,Security,In Progress,16-06-2024,20-06-2024,LATAM
IT11164,Request,Product Support,medium,4 - Management,Documentation,Open,17-06-2024,23-06-2024,NA
IT11165,Request,Product Support,low,1 - Junior,Feedback,Resolved,17-07-2024,29-06-2024,EU
IT11166,Request,Technical Support,low,2 - Regular,Integration,In Progress,16-06-2024,15-06-2024,NA
IT11167,Request,Customer Service,low,1 - Junior,Security,Open,17-06-2024,15-06-2024,APAC
IT11168,Problem,IT Support,medium,3 - Senior,Customer,Open,17-07-2024,16-06-2024,NA
IT11169,Incident,Billing and Payments,medium,4 - Management,Customer,Resolved,16-06-2024,29-06-2024,NA
IT11170,Problem,Technical Support,medium,2 - Regular,Outage,Open,05-07-2024,15-06-2024,NA
IT11171,Incident,Technical Support,high,3 - Senior,Bug,Open,08-07-2024,15-06-2024,LATAM
IT11172,Request,Human Resources,medium,1 - Junior,Feature,In Progress,11-07-2024,17-06-2024,APAC
IT11173,Request,Billing and Payments,medium,4 - Management,Documentation,Resolved,14-07-2024,29-06-2024,EU
IT11174,Request,Technical Support,high,2 - Regular,Documentation,In Progress,17-07-2024,16-06-2024,NA
IT11175,Problem,Technical Support,high,1 - Junior,Bug,Open,20-07-2024,17-06-2024,LATAM
IT11176,Problem,Returns and Exchanges,low,2 - Regular,Investment,Resolved,23-07-2024,20-06-2024,EU
IT11177,Problem,Technical Support,medium,4 - Management,Virus,In Progress,26-07-2024,29-06-2024,APAC
IT11178,Problem,IT Support,high,3 - Senior,,Open,29-07-2024,15-06-2024,NA
IT11179,Incident,Technical Support,low,3 - Senior,Performance,Open,01-08-2024,15-06-2024,NA
IT11180,Problem,Billing and Payments,medium,3 - Senior,Security,Open,04-08-2024,20-06-2024,LATAM
IT11181,Change,Service Outages and Maintenance,medium,2 - Regular,Marketing,In Progress,07-08-2024,15-06-2024,NA
IT11182,Request,Technical Support,high,2 - Regular,Optimization,Resolved,10-08-2024,15-06-2024,EU
IT11183,Request,Customer Service,medium,2 - Regular,Product,In Progress,13-08-2024,15-06-2024,MEA
IT11184,Incident,Technical Support,high,4 - Management,Performance,Open,16-08-2024,16-06-2024,EU
IT11185,Request,Product Support,medium,2 - Regular,Sales,Resolved,19-08-2024,20-06-2024,EU
IT11186,Incident,Product Support,medium,2 - Regular,Performance,Open,22-08-2024,29-06-2024,LATAM
IT11187,Request,IT Support,high,1 - Junior,Security,Open,25-08-2024,15-06-2024,NA
IT11188,Incident,IT Support,high,2 - Regular,Crash,In Progress,28-08-2024,15-06-2024,APAC
IT11189,Problem,Customer Service,low,3 - Senior,Bug,Resolved,31-08-2024,20-06-2024,NA
IT11190,Problem,Technical Support,high,3 - Senior,Campaign,In Progress,03-09-2024,23-06-2024,EU
IT11191,Request,IT Support,high,4 - Management,Feedback,Open,17-07-2024,29-06-2024,NA
IT11192,Incident,Technical Support,high,4 - Management,Disruption,Resolved,16-06-2024,15-06-2024,LATAM
IT11193,Incident,Technical Support,high,2 - Regular,Security,In Progress,17-06-2024,17-06-2024,NA
IT11194,Problem,Returns and Exchanges,low,3 - Senior,Feedback,Open,20-06-2024,23-06-2024,LATAM
IT11195,Request,IT Support,medium,1 - Junior,Product,Open,23-06-2024,29-06-2024,LATAM
IT11196,Problem,Billing and Payments,medium,4 - Management,Payment,Resolved,26-06-2024,15-06-2024,APAC
IT11197,Request,Customer Service,low,4 - Management,Compliance,Open,29-06-2024,15-06-2024,MEA
IT11198,Incident,Sales and Pre-Sales,medium,4 - Management,Product,Open,02-07-2024,16-06-2024,APAC
IT11199,Incident,Billing and Payments,medium,2 - Regular,Security,In Progress,05-07-2024,20-06-2024,EU
IT11200,Request,Billing and Payments,high,2 - Regular,Documentation,Resolved,08-07-2024,29-06-2024,MEA
IT11201,Problem,IT Support,high,2 - Regular,Security,In Progress,11-07-2024,17-06-2024,EU
IT11202,Incident,Technical Support,high,3 - Senior,Bug,Open,14-07-2024,29-06-2024,MEA
IT11203,Request,IT Support,medium,2 - Regular,Documentation,Resolved,17-07-2024,15-06-2024,EU
IT11204,Request,Returns and Exchanges,low,2 - Regular,Integration,In Progress,16-06-2024,15-06-2024,EU
IT11205,Problem,Customer Service,low,4 - Management,Virus,Open,17-06-2024,17-06-2024,APAC
IT11206,Incident,IT Support,high,2 - Regular,Campaign,Open,17-07-2024,20-06-2024,MEA
IT11207,Problem,Product Support,medium,3 - Senior,Bug,Open,16-06-2024,29-06-2024,LATAM
IT11208,Request,Billing and Payments,medium,2 - Regular,Product,In Progress,17-06-2024,15-06-2024,NA
IT11209,Incident,Product Support,high,3 - Senior,Performance,Resolved,17-07-2024,15-06-2024,EU
IT11210,Problem,Product Support,medium,2 - Regular,Performance,Open,16-06-2024,16-06-2024,LATAM
IT11211,Request,Human Resources,medium,2 - Regular,Guidance,Resolved,17-06-2024,17-06-2024,MEA
IT11212,Problem,Technical Support,medium,4 - Management,Hardware,Open,17-07-2024,20-06-2024,EU
IT11213,Problem,Technical Support,high,1 - Junior,Performance,Open,16-06-2024,26-06-2024,APAC
IT11214,Incident,IT Support,high,2 - Regular,Breach,In Progress,05-07-2024,15-06-2024,LATAM
IT11215,Change,Returns and Exchanges,low,4 - Management,Product,Resolved,08-07-2024,17-06-2024,APAC
IT11216,Incident,Sales and Pre-Sales,low,1 - Junior,Incident,In Progress,11-07-2024,20-06-2024,MEA
IT11217,Request,Technical Support,high,3 - Senior,Integration,Open,14-07-2024,26-06-2024,NA
IT11218,Change,Service Outages and Maintenance,high,2 - Regular,Disruption,Resolved,17-07-2024,29-06-2024,MEA
IT11219,Problem,Billing and Payments,high,2 - Regular,Billing,In Progress,20-07-2024,16-06-2024,APAC
IT11220,Change,Customer Service,medium,3 - Senior,Feedback,Open,23-07-2024,26-06-2024,NA
IT11221,Request,Billing and Payments,medium,4 - Management,IT,Open,26-07-2024,29-06-2024,LATAM
IT11222,Incident,Technical Support,high,1 - Junior,Performance,Resolved,29-07-2024,29-06-2024,NA
IT11223,Request,Billing and Payments,high,2 - Regular,Product,Open,01-08-2024,15-06-2024,LATAM
IT11224,Problem,IT Support,high,2 - Regular,Disruption,Open,04-08-2024,15-06-2024,LATAM
IT11225,Problem,Returns and Exchanges,medium,4 - Management,Breach,In Progress,07-08-2024,16-06-2024,MEA
IT11226,Incident,Technical Support,high,4 - Management,Performance,Resolved,10-08-2024,17-06-2024,EU
IT11227,Incident,Technical Support,high,4 - Management,Disruption,In Progress,13-08-2024,20-06-2024,APAC
IT11228,Incident,Billing and Payments,medium,3 - Senior,Payment,Open,16-08-2024,20-06-2024,APAC
IT11229,Incident,Product Support,high,1 - Junior,Campaign,Resolved,19-08-2024,15-06-2024,NA
IT11230,Incident,Billing and Payments,low,3 - Senior,Account,In Progress,22-08-2024,29-06-2024,MEA
IT11231,Problem,Product Support,low,2 - Regular,Performance,Open,25-08-2024,15-06-2024,EU
IT11232,Incident,Technical Support,medium,1 - Junior,Security,Open,28-08-2024,17-06-2024,EU
IT11233,Problem,IT Support,high,2 - Regular,Performance,Open,31-08-2024,26-06-2024,MEA
IT11234,Request,Product Support,medium,2 - Regular,Feature,In Progress,03-09-2024,29-06-2024,MEA
IT11235,Request,Sales and Pre-Sales,high,4 - Management,IT,Resolved,17-07-2024,15-06-2024,EU
IT11236,Request,Billing and Payments,low,1 - Junior,Sales,In Progress,16-06-2024,17-06-2024,APAC
IT11237,Incident,Technical Support,high,1 - Junior,Bug,Open,17-06-2024,26-06-2024,APAC
IT11238,Problem,Billing and Payments,medium,4 - Management,Payment,Resolved,20-06-2024,29-06-2024,NA
IT11239,Request,Customer Service,medium,4 - Management,Product,Open,23-06-2024,29-06-2024,LATAM
IT11240,Request,Product Support,medium,1 - Junior,Customer,Open,26-06-2024,16-06-2024,NA
IT11241,Request,Customer Service,medium,2 - Regular,Customer,In Progress,29-06-2024,15-06-2024,NA
IT11242,Request,Product Support,high,3 - Senior,Backup,Resolved,02-07-2024,15-06-2024,NA
IT11243,Incident,Product Support,high,3 - Senior,Feedback,In Progress,05-07-2024,16-06-2024,EU
IT11244,Problem,Technical Support,medium,2 - Regular,Bug,Open,08-07-2024,17-06-2024,NA
IT11245,Change,Product Support,high,2 - Regular,Product,Resolved,11-07-2024,20-06-2024,MEA
IT11246,Request,Product Support,high,1 - Junior,Sales,In Progress,14-07-2024,15-06-2024,MEA
IT11247,Change,Sales and Pre-Sales,low,2 - Regular,IT,Open,17-07-2024,16-06-2024,NA
IT11248,Problem,IT Support,medium,3 - Senior,IT,Open,16-06-2024,15-06-2024,LATAM
IT11249,Incident,Returns and Exchanges,medium,4 - Management,Bug,Resolved,17-06-2024,15-06-2024,APAC
IT11250,Incident,Billing and Payments,high,4 - Management,Billing,Open,17-07-2024,29-06-2024,APAC
IT11251,Incident,Technical Support,high,2 - Regular,Guidance,Open,16-06-2024,15-06-2024,MEA
IT11252,Problem,Customer Service,medium,2 - Regular,Outage,In Progress,17-06-2024,17-06-2024,APAC
IT11253,Request,Customer Service,high,4 - Management,Sales,Resolved,17-07-2024,20-06-2024,EU
IT11254,Change,Sales and Pre-Sales,medium,2 - Regular,Product,In Progress,16-06-2024,23-06-2024,APAC
IT11255,Request,IT Support,high,2 - Regular,Documentation,Open,17-06-2024,26-06-2024,APAC
IT11256,Incident,Product Support,medium,1 - Junior,Virus,Resolved,17-07-2024,15-06-2024,LATAM
IT11257,Change,Product Support,medium,4 - Management,Feature,In Progress,16-06-2024,16-06-2024,LATAM
IT11258,Problem,Technical Support,medium,4 - Management,Bug,Open,05-07-2024,20-06-2024,APAC
IT11259,Incident,Technical Support,high,4 - Management,Performance,Open,08-07-2024,23-06-2024,APAC
IT11260,Incident,Technical Support,high,4 - Management,Bug,Open,11-07-2024,29-06-2024,APAC
IT11261,Change,Technical Support,medium,3 - Senior,Integration,In Progress,14-07-2024,29-06-2024,MEA
IT11262,Request,Service Outages and Maintenance,high,3 - Senior,IT,Resolved,17-07-2024,15-06-2024,APAC
IT11263,Incident,IT Support,low,2 - Regular,Security,Open,20-07-2024,15-06-2024,NA
IT11264,Problem,Sales and Pre-Sales,low,3 - Senior,Performance,Resolved,23-07-2024,20-06-2024,APAC
IT11265,Request,Technical Support,high,3 - Senior,Guidance,Open,26-07-2024,23-06-2024,EU
IT11266,Problem,Technical Support,high,1 - Junior,Product,Open,29-07-2024,26-06-2024,APAC
IT11267,Problem,Technical Support,high,3 - Senior,Bug,In Progress,01-08-2024,16-06-2024,MEA
IT11268,Incident,Product Support,medium,4 - Management,Bug,Resolved,04-08-2024,17-06-2024,APAC
IT11269,Incident,Product Support,low,1 - Junior,Customer,In Progress,07-08-2024,29-06-2024,LATAM
IT11270,Incident,Product Support,low,2 - Regular,IT,Open,10-08-2024,17-06-2024,MEA
IT11271,Incident,Technical Support,high,2 - Regular,Bug,Resolved,13-08-2024,29-06-2024,NA
IT11272,Problem,Technical Support,medium,1 - Junior,Elasticsearch,In Progress,16-08-2024,15-06-2024,MEA
IT11273,Request,Returns and Exchanges,high,4 - Management,Documentation,Open,19-08-2024,16-06-2024,LATAM
IT11274,Problem,Technical Support,high,4 - Management,Network,Open,22-08-2024,29-06-2024,NA
IT11275,Incident,Product Support,medium,2 - Regular,Technical,Resolved,25-08-2024,15-06-2024,NA
IT11276,Change,IT Support,high,1 - Junior,Security,Open,28-08-2024,15-06-2024,APAC
IT11277,Problem,Sales and Pre-Sales,medium,4 - Management,Sales,Open,31-08-2024,16-06-2024,LATAM
IT11278,Problem,Technical Support,medium,3 - Senior,Integration,In Progress,03-09-2024,17-06-2024,MEA
IT11279,Problem,Technical Support,medium,4 - Management,Feature,Resolved,17-07-2024,23-06-2024,EU
IT11280,Problem,Product Support,medium,2 - Regular,Bug,In Progress,16-06-2024,29-06-2024,MEA
IT11281,Incident,Product Support,high,3 - Senior,Integration,Open,17-06-2024,15-06-2024,MEA
IT11282,Request,Service Outages and Maintenance,high,1 - Junior,Product,Resolved,20-06-2024,15-06-2024,LATAM
IT11283,Incident,IT Support,high,4 - Management,Alert,In Progress,23-06-2024,20-06-2024,EU
IT11284,Incident,Product Support,low,3 - Senior,Guidance,Open,26-06-2024,29-06-2024,EU
IT11285,Request,Billing and Payments,high,4 - Management,IT,Open,29-06-2024,15-06-2024,MEA
IT11286,Change,Product Support,high,1 - Junior,Security,Open,02-07-2024,17-06-2024,APAC
IT11287,Incident,Service Outages and Maintenance,low,4 - Management,Disruption,In Progress,05-07-2024,23-06-2024,LATAM
IT11288,Incident,IT Support,medium,2 - Regular,Performance,Resolved,08-07-2024,26-06-2024,LATAM
IT11289,Incident,Technical Support,high,2 - Regular,Integration,In Progress,11-07-2024,29-06-2024,NA
IT11290,Incident,Technical Support,medium,4 - Management,Integration,Open,14-07-2024,29-06-2024,LATAM
IT11291,Request,IT Support,low,3 - Senior,Tech Support,Resolved,17-07-2024,15-06-2024,NA
IT11292,Request,Customer Service,high,2 - Regular,Guidance,Open,16-06-2024,16-06-2024,NA
IT11293,Request,Technical Support,medium,4 - Management,Security,Open,17-06-2024,17-06-2024,LATAM
IT11294,Request,Customer Service,low,2 - Regular,Documentation,In Progress,17-07-2024,15-06-2024,EU
IT11295,Problem,Technical Support,medium,2 - Regular,Network,Resolved,16-06-2024,20-06-2024,LATAM
IT11296,Change,IT Support,medium,3 - Senior,Privacy,In Progress,17-06-2024,29-06-2024,APAC
IT11297,Change,Human Resources,low,4 - Management,Employee,Open,17-07-2024,15-06-2024,NA
IT11298,Request,Product Support,medium,2 - Regular,Documentation,Resolved,16-06-2024,16-06-2024,EU
IT11299,Incident,Product Support,high,2 - Regular,Outage,In Progress,17-06-2024,17-06-2024,NA
IT11300,Change,Product Support,medium,4 - Management,Integration,Open,17-07-2024,20-06-2024,LATAM
IT11301,Problem,Technical Support,medium,2 - Regular,Hardware,Open,16-06-2024,29-06-2024,EU
IT11302,Problem,Product Support,medium,1 - Junior,Security,Resolved,05-07-2024,15-06-2024,NA
IT11303,Problem,Product Support,medium,2 - Regular,Technical,Open,08-07-2024,15-06-2024,MEA
IT11304,Change,Billing and Payments,medium,1 - Junior,Payment,Open,11-07-2024,16-06-2024,MEA
IT11305,Problem,IT Support,medium,2 - Regular,Crash,In Progress,14-07-2024,17-06-2024,APAC
IT11306,Incident,Product Support,high,2 - Regular,Bug,Resolved,17-07-2024,29-06-2024,MEA
IT11307,Change,IT Support,high,3 - Senior,Guidance,In Progress,20-07-2024,15-06-2024,NA
IT11308,Problem,Technical Support,medium,2 - Regular,Outage,Open,23-07-2024,15-06-2024,APAC
IT11309,Request,Technical Support,high,2 - Regular,IT,Resolved,26-07-2024,26-06-2024,MEA
IT11310,Problem,Returns and Exchanges,low,1 - Junior,Virus,In Progress,29-07-2024,29-06-2024,MEA
IT11311,Problem,Technical Support,high,4 - Management,Performance,Open,01-08-2024,17-06-2024,MEA
IT11312,Change,Customer Service,low,1 - Junior,Feedback,Open,04-08-2024,20-06-2024,NA
IT11313,Incident,Technical Support,high,2 - Regular,Bug,Open,07-08-2024,23-06-2024,LATAM
IT11314,Problem,IT Support,low,2 - Regular,Crash,In Progress,10-08-2024,29-06-2024,MEA
IT11315,Problem,IT Support,medium,3 - Senior,Hardware,Resolved,13-08-2024,29-06-2024,NA
IT11316,Change,Sales and Pre-Sales,low,1 - Junior,Feature,Open,16-08-2024,15-06-2024,MEA
IT11317,Incident,Technical Support,high,2 - Regular,Performance,Resolved,19-08-2024,16-06-2024,NA
IT11318,Change,Customer Service,medium,4 - Management,Product,Open,22-08-2024,15-06-2024,EU
IT11319,Incident,Technical Support,high,4 - Management,Software,Open,25-08-2024,15-06-2024,APAC
IT11320,Change,Sales and Pre-Sales,low,2 - Regular,Feedback,In Progress,28-08-2024,16-06-2024,APAC
IT11321,Change,Billing and Payments,medium,3 - Senior,Account,Resolved,31-08-2024,20-06-2024,NA
IT11322,Incident,Product Support,medium,3 - Senior,Bug,In Progress,03-09-2024,29-06-2024,LATAM
IT11323,Request,Returns and Exchanges,high,2 - Regular,Documentation,Open,17-07-2024,15-06-2024,NA
IT11324,Request,Returns and Exchanges,low,2 - Regular,Documentation,Resolved,16-06-2024,17-06-2024,MEA
IT11325,Incident,Technical Support,low,1 - Junior,Security,In Progress,17-06-2024,20-06-2024,APAC
IT11326,Incident,Product Support,medium,4 - Management,Bug,Open,20-06-2024,29-06-2024,NA
IT11327,Incident,Technical Support,medium,2 - Regular,Disruption,Open,23-06-2024,15-06-2024,EU
IT11328,Request,Technical Support,high,2 - Regular,Feature,Resolved,26-06-2024,15-06-2024,EU
IT11329,Incident,IT Support,high,2 - Regular,Bug,Open,29-06-2024,16-06-2024,EU
IT11330,Request,Customer Service,medium,1 - Junior,Compliance,Open,02-07-2024,23-06-2024,LATAM
IT11331,Request,Human Resources,medium,4 - Management,Documentation,In Progress,05-07-2024,26-06-2024,LATAM
IT11332,Incident,Technical Support,high,1 - Junior,Outage,Resolved,08-07-2024,15-06-2024,APAC
IT11333,Problem,Returns and Exchanges,high,4 - Management,Performance,In Progress,11-07-2024,23-06-2024,NA
IT11334,Incident,Technical Support,medium,2 - Regular,Crash,Open,14-07-2024,26-06-2024,LATAM
IT11335,Problem,Technical Support,low,2 - Regular,Bug,Resolved,17-07-2024,16-06-2024,NA
IT11336,Incident,Technical Support,high,1 - Junior,Security,In Progress,16-06-2024,17-06-2024,LATAM
IT11337,Change,Billing and Payments,high,4 - Management,Payment,Open,17-06-2024,20-06-2024,MEA
IT11338,Incident,Service Outages and Maintenance,high,2 - Regular,Bug,Open,17-07-2024,23-06-2024,EU
IT11339,Incident,IT Support,medium,4 - Management,Performance,Open,16-06-2024,26-06-2024,NA
IT11340,Incident,Sales and Pre-Sales,medium,4 - Management,Performance,In Progress,17-06-2024,29-06-2024,LATAM
IT11341,Request,Customer Service,low,2 - Regular,Documentation,Resolved,17-07-2024,16-06-2024,NA
IT11342,Incident,IT Support,high,4 - Management,Performance,In Progress,16-06-2024,20-06-2024,EU
IT11343,Incident,Billing and Payments,low,3 - Senior,Outage,Open,17-06-2024,29-06-2024,LATAM
IT11344,Request,Product Support,high,2 - Regular,Strategy,Resolved,17-07-2024,17-06-2024,MEA
IT11345,Request,Technical Support,medium,2 - Regular,Sales,Open,16-06-2024,20-06-2024,APAC
IT11346,Incident,Technical Support,medium,2 - Regular,Technical,Open,05-07-2024,16-06-2024,APAC
IT11347,Change,IT Support,high,4 - Management,Breach,In Progress,08-07-2024,17-06-2024,APAC
IT11348,Request,Returns and Exchanges,low,3 - Senior,Sales,Resolved,11-07-2024,20-06-2024,MEA
IT11349,Incident,Technical Support,high,1 - Junior,Performance,In Progress,14-07-2024,15-06-2024,NA
IT11350,Request,Product Support,medium,2 - Regular,Documentation,Open,17-07-2024,16-06-2024,MEA
IT11351,Incident,Returns and Exchanges,high,2 - Regular,Bug,Resolved,20-07-2024,17-06-2024,EU
IT11352,Change,Product Support,high,3 - Senior,Feedback,In Progress,23-07-2024,20-06-2024,MEA
IT11353,Incident,Technical Support,high,1 - Junior,Breach,Open,26-07-2024,16-06-2024,NA
IT11354,Incident,Technical Support,high,2 - Regular,Disruption,Open,29-07-2024,17-06-2024,LATAM
IT11355,Incident,Product Support,high,3 - Senior,Security,Resolved,01-08-2024,20-06-2024,NA
IT11356,Incident,Returns and Exchanges,medium,2 - Regular,Performance,Open,04-08-2024,16-06-2024,NA
IT11357,Request,Customer Service,medium,2 - Regular,Security,Open,07-08-2024,20-06-2024,EU
IT11358,Problem,Technical Support,high,1 - Junior,Network,In Progress,10-08-2024,23-06-2024,EU
IT11359,Incident,Customer Service,medium,4 - Management,Breach,Resolved,13-08-2024,29-06-2024,EU
IT11360,Request,Returns and Exchanges,low,4 - Management,Breach,In Progress,16-08-2024,15-06-2024,EU
IT11361,Incident,Product Support,medium,3 - Senior,Security,Open,19-08-2024,15-06-2024,MEA
IT11362,Incident,Customer Service,low,1 - Junior,Performance,Resolved,22-08-2024,16-06-2024,NA
IT11363,Request,Product Support,medium,2 - Regular,Feature,In Progress,25-08-2024,20-06-2024,MEA
IT11364,Problem,Billing and Payments,low,4 - Management,Account,Open,28-08-2024,15-06-2024,LATAM
IT11365,Incident,Service Outages and Maintenance,high,3 - Senior,Outage,Open,31-08-2024,16-06-2024,MEA
IT11366,Change,IT Support,medium,4 - Management,Integration,Open,03-09-2024,17-06-2024,EU
IT11367,Incident,Technical Support,high,2 - Regular,Network,In Progress,17-07-2024,20-06-2024,EU
IT11368,Problem,Customer Service,medium,4 - Management,Bug,Resolved,16-06-2024,29-06-2024,NA
IT11369,Request,Technical Support,high,2 - Regular,Documentation,Open,17-06-2024,15-06-2024,APAC
IT11370,Incident,Product Support,low,1 - Junior,,Resolved,20-06-2024,15-06-2024,APAC
IT11371,Incident,Human Resources,low,2 - Regular,Network,Open,23-06-2024,16-06-2024,MEA
IT11372,Request,Customer Service,high,4 - Management,Strategy,Open,26-06-2024,17-06-2024,EU
IT11373,Change,Product Support,high,3 - Senior,Sales,In Progress,29-06-2024,15-06-2024,LATAM
IT11374,Incident,Technical Support,high,2 - Regular,Bug,Resolved,02-07-2024,16-06-2024,EU
IT11375,Problem,Product Support,high,4 - Management,Bug,In Progress,05-07-2024,17-06-2024,EU
IT11376,Incident,Technical Support,high,1 - Junior,Dashboard,Open,08-07-2024,23-06-2024,NA
IT11377,Incident,Technical Support,high,1 - Junior,Bug,Resolved,11-07-2024,26-06-2024,LATAM
IT11378,Incident,Technical Support,medium,1 - Junior,Security,In Progress,14-07-2024,29-06-2024,APAC
IT11379,Incident,Technical Support,low,1 - Junior,Performance,Open,17-07-2024,29-06-2024,EU
IT11380,Problem,Technical Support,medium,2 - Regular,IT,Open,16-06-2024,15-06-2024,MEA
IT11381,Request,Returns and Exchanges,high,2 - Regular,Feature,Resolved,17-06-2024,16-06-2024,MEA
