Ticket_ID,Status,Priority,Source,Topic,Category,Agent_Group,Created_time,Expected_SLA_resolve,Resolution_Duration,SLA_Status,Survey_Results,Country,Latitude,Longitude,Agent_interactions,Resolution_Imputed,Survey_Imputed,Resolution_Gap,Response_Efficiency,Normalized_Speed,Normalized_Satisfaction,Similarity_Score,Performance_Bucket
TIC-7485,Closed,Medium,Portal,Password Reset,Security,Security Admin,2025-11-12 15:22:00,24,13.54,On-Time,2.0,Brazil,-14.23,-51.92,1,0,0,10.46,12.0,0.4358333333333334,0.25,0.36150000000000004,Low Efficiency
TIC-7486,Closed,Low,Portal,Keyboard/Mouse,Hardware,Infrastructure,2025-07-08 14:41:00,48,79.08,Breached,1.0,Germany,51.16,10.45,2,0,0,-31.08,16.0,-0.6475,0.0,0.0,Low Efficiency
TIC-7487,Closed,Medium,Email,Access Revoked,Security,L2 Technical Support,2025-10-11 06:47:00,24,21.12,On-Time,5.0,India,20.59,78.96,6,0,0,2.879999999999999,3.4285714285714284,0.12,1.0,0.47200000000000003,Standard
TIC-7488,Closed,Medium,Phone,Port Request,Network,Network Ops,2025-08-01 09:39:00,24,26.59,Breached,5.0,Germany,51.16,10.45,6,0,0,-2.59,3.4285714285714284,-0.10791666666666666,1.0,0.33525000000000005,Low Efficiency
TIC-7489,Closed,Low,Phone,Port Request,Network,L2 Technical Support,2025-06-20 06:59:00,48,72.82,Breached,3.0,USA,37.09,-95.71,6,0,0,-24.819999999999993,6.857142857142857,-0.5170833333333331,0.5,0.0,Low Efficiency
TIC-7490,Closed,Low,Phone,Wi-Fi Access,Network,L2 Technical Support,2025-05-06 10:56:00,48,53.22,Breached,3.0,India,20.59,78.96,3,0,0,-5.219999999999999,12.0,-0.1087499999999999,0.5,0.1347500000000001,Low Efficiency
TIC-7491,Closed,Critical,Email,Slow Internet,Network,Network Ops,2025-11-17 08:46:00,4,4.11,Breached,2.0,India,20.59,78.96,5,0,0,-0.11000000000000032,0.6666666666666666,-0.02750000000000008,0.25,0.08349999999999996,Low Efficiency
TIC-7492,Closed,Medium,Phone,License Request,Software,L2 Technical Support,2025-12-20 20:55:00,24,16.34,On-Time,2.0,Brazil,-14.23,-51.92,9,0,0,7.66,2.4,0.3191666666666667,0.25,0.29150000000000004,Low Efficiency
TIC-7493,Closed,Low,Portal,VPN Drop,Network,Security Admin,2025-09-24 20:30:00,48,72.05,Breached,1.0,India,20.59,78.96,1,0,0,-24.049999999999997,24.0,-0.5010416666666666,0.0,0.0,Low Efficiency
TIC-7494,Closed,Low,Email,Laptop Repair,Hardware,Infrastructure,2025-02-12 12:50:00,48,39.1,On-Time,2.0,UK,55.37,-3.43,3,0,0,8.899999999999999,12.0,0.18541666666666667,0.25,0.21125,Low Efficiency
TIC-7495,Open,Critical,Email,License Request,Software,Security Admin,2025-07-19 05:53:00,4,,Pending,3.022642390289449,Germany,51.16,10.45,3,1,1,,1.0,,0.5056605975723623,,Pending
TIC-7496,Closed,High,Chat,Bug Report,Software,Security Admin,2025-01-04 00:49:00,8,3.25,On-Time,5.0,India,20.59,78.96,10,0,0,4.75,0.7272727272727273,0.59375,1.0,0.7562500000000001,High Performer
TIC-7497,Closed,Medium,Portal,Wi-Fi Access,Network,Infrastructure,2025-09-19 22:29:00,24,32.38,Breached,2.0,India,20.59,78.96,4,0,0,-8.380000000000003,4.8,-0.34916666666666685,0.25,0.0,Low Efficiency
TIC-7498,Closed,Low,Email,MFA Reset,Security,Security Admin,2025-04-22 10:54:00,48,2.67,On-Time,2.0,UK,55.37,-3.43,1,0,0,45.33,24.0,0.944375,0.25,0.6666249999999999,Standard
TIC-7499,Closed,Medium,Email,License Request,Software,Network Ops,2025-07-27 21:24:00,24,14.05,On-Time,2.0,Brazil,-14.23,-51.92,10,0,0,9.95,2.1818181818181817,0.4145833333333333,0.25,0.34875,Low Efficiency
TIC-7500,Resolved,High,Phone,Laptop Repair,Hardware,L1 Service Desk,2025-08-19 14:03:00,8,4.91,On-Time,3.022642390289449,India,20.59,78.96,4,0,1,3.09,1.6,0.38625,0.5056605975723623,0.43401423902894487,Standard
TIC-7501,Resolved,Medium,Portal,Keyboard/Mouse,Hardware,L2 Technical Support,2025-09-02 08:06:00,24,15.14,On-Time,3.022642390289449,USA,37.09,-95.71,7,0,1,8.86,3.0,0.36916666666666664,0.5056605975723623,0.4237642390289449,Standard
TIC-7502,Closed,High,Chat,Password Reset,Security,L1 Service Desk,2025-05-01 20:30:00,8,4.63,On-Time,3.0,UK,55.37,-3.43,3,0,0,3.37,2.0,0.42125,0.5,0.45275,Standard
TIC-7503,Closed,Critical,Email,VPN Drop,Network,L1 Service Desk,2025-12-28 03:09:00,4,5.36,Breached,5.0,India,20.59,78.96,4,0,0,-1.3600000000000003,0.8,-0.3400000000000001,1.0,0.19599999999999998,Low Efficiency
TIC-7504,Closed,High,Email,Login Issue,Software,Security Admin,2025-11-26 18:43:00,8,0.65,On-Time,4.0,India,20.59,78.96,3,0,0,7.35,2.0,0.91875,0.75,0.85125,High Performer
TIC-7505,Resolved,High,Phone,MFA Reset,Security,L1 Service Desk,2025-05-17 16:22:00,8,0.51,On-Time,3.022642390289449,USA,37.09,-95.71,2,0,1,7.49,2.6666666666666665,0.93625,0.5056605975723623,0.7640142390289448,High Performer
TIC-7506,Closed,High,Portal,MFA Reset,Security,Security Admin,2025-05-04 06:32:00,8,7.49,On-Time,3.0,India,20.59,78.96,3,0,0,0.5099999999999998,2.0,0.06374999999999997,0.5,0.23825,Low Efficiency
TIC-7507,Closed,Low,Phone,Password Reset,Security,Network Ops,2025-02-07 11:27:00,48,9.85,On-Time,5.0,UK,55.37,-3.43,8,0,0,38.15,5.333333333333333,0.7947916666666667,1.0,0.8768750000000001,High Performer
TIC-7508,Closed,Low,Phone,Keyboard/Mouse,Hardware,Network Ops,2025-11-08 22:45:00,48,66.62,Breached,5.0,USA,37.09,-95.71,4,0,0,-18.620000000000005,9.6,-0.3879166666666667,1.0,0.16725,Low Efficiency
TIC-7509,Closed,Low,Phone,License Request,Software,Infrastructure,2025-05-28 02:34:00,48,12.94,On-Time,5.0,India,20.59,78.96,3,0,0,35.06,12.0,0.7304166666666667,1.0,0.83825,High Performer
TIC-7510,Resolved,Medium,Portal,Port Request,Network,L1 Service Desk,2025-01-31 13:09:00,24,23.08,On-Time,3.022642390289449,USA,37.09,-95.71,1,0,1,0.9200000000000017,12.0,0.03833333333333344,0.5056605975723623,0.225264239028945,Low Efficiency
TIC-7511,Closed,Medium,Phone,Password Reset,Security,L1 Service Desk,2025-03-26 23:00:00,24,19.3,On-Time,1.0,USA,37.09,-95.71,1,0,0,4.699999999999999,12.0,0.1958333333333333,0.0,0.11749999999999998,Low Efficiency
TIC-7512,Closed,Low,Phone,Slow Internet,Network,Network Ops,2025-11-21 11:24:00,48,61.13,Breached,3.0,Brazil,-14.23,-51.92,2,0,0,-13.130000000000003,16.0,-0.2735416666666668,0.5,0.035874999999999935,Low Efficiency
TIC-7513,Closed,Medium,Email,Bug Report,Software,Infrastructure,2025-02-24 16:41:00,24,1.63,On-Time,3.0,USA,37.09,-95.71,7,0,0,22.37,3.0,0.9320833333333334,0.5,0.75925,High Performer
TIC-7514,Closed,Low,Chat,Suspicious Email,Security,Infrastructure,2025-02-15 19:05:00,48,48.67,Breached,3.0,USA,37.09,-95.71,6,0,0,-0.6700000000000017,6.857142857142857,-0.013958333333333295,0.5,0.19162500000000005,Low Efficiency
TIC-7515,Closed,Low,Email,License Request,Software,L1 Service Desk,2025-05-03 11:40:00,48,8.81,On-Time,4.0,USA,37.09,-95.71,3,0,0,39.19,12.0,0.8164583333333333,0.75,0.789875,High Performer
TIC-7516,Closed,High,Phone,Port Request,Network,L1 Service Desk,2025-10-22 16:06:00,8,8.11,Breached,2.0,Germany,51.16,10.45,7,0,0,-0.10999999999999943,1.0,-0.013749999999999929,0.25,0.09175000000000005,Low Efficiency
TIC-7517,Closed,Low,Phone,Monitor Issue,Hardware,Network Ops,2025-12-03 16:58:00,48,83.66,Breached,1.0,USA,37.09,-95.71,3,0,0,-35.66,12.0,-0.7429166666666667,0.0,0.0,Low Efficiency
TIC-7518,Closed,Low,Phone,Update Failure,Software,L2 Technical Support,2025-12-19 04:52:00,48,15.86,On-Time,4.0,India,20.59,78.96,4,0,0,32.14,9.6,0.6695833333333334,0.75,0.7017500000000001,Standard
TIC-7519,Closed,Medium,Portal,License Request,Software,L1 Service Desk,2025-08-28 12:48:00,24,26.26,Breached,4.0,USA,37.09,-95.71,9,0,0,-2.2600000000000016,2.4,-0.09416666666666673,0.75,0.2435,Low Efficiency
TIC-7520,Closed,Low,Phone,Wi-Fi Access,Network,L1 Service Desk,2025-08-22 07:01:00,48,74.62,Breached,5.0,Germany,51.16,10.45,4,0,0,-26.620000000000005,9.6,-0.5545833333333334,1.0,0.06724999999999998,Low Efficiency
TIC-7521,Closed,Low,Chat,Keyboard/Mouse,Hardware,Security Admin,2025-11-27 13:30:00,48,67.09,Breached,3.0,USA,37.09,-95.71,1,0,0,-19.090000000000003,24.0,-0.39770833333333333,0.5,0.0,Low Efficiency
TIC-7522,Closed,Medium,Email,Update Failure,Software,Network Ops,2025-03-06 15:56:00,24,12.33,On-Time,4.0,Germany,51.16,10.45,7,0,0,11.67,3.0,0.48624999999999996,0.75,0.59175,Standard
TIC-7523,Closed,Critical,Email,Login Issue,Software,L1 Service Desk,2025-01-22 17:36:00,4,2.34,On-Time,1.0,Germany,51.16,10.45,12,0,0,1.6600000000000001,0.3076923076923077,0.41500000000000004,0.0,0.249,Low Efficiency
TIC-7524,Closed,Low,Portal,Printer,Hardware,L1 Service Desk,2025-08-08 00:48:00,48,61.92,Breached,4.0,Germany,51.16,10.45,8,0,0,-13.920000000000002,5.333333333333333,-0.29000000000000004,0.75,0.12600000000000003,Low Efficiency
TIC-7525,Resolved,Medium,Phone,Wi-Fi Access,Network,Infrastructure,2025-05-15 10:24:00,24,19.27,On-Time,3.022642390289449,India,20.59,78.96,3,0,1,4.73,6.0,0.1970833333333334,0.5056605975723623,0.32051423902894494,Low Efficiency
TIC-7526,Closed,High,Portal,License Request,Software,L2 Technical Support,2025-08-14 22:35:00,8,2.17,On-Time,4.0,India,20.59,78.96,8,0,0,5.83,0.8888888888888888,0.72875,0.75,0.73725,Standard
TIC-7527,Closed,High,Phone,License Request,Software,Security Admin,2025-08-02 10:54:00,8,0.78,On-Time,5.0,USA,37.09,-95.71,3,0,0,7.22,2.0,0.9025,1.0,0.9415,High Performer
TIC-7528,Closed,High,Chat,License Request,Software,L2 Technical Support,2025-09-17 19:35:00,8,2.94,On-Time,1.0,Brazil,-14.23,-51.92,3,0,0,5.0600000000000005,2.0,0.6325000000000001,0.0,0.3795,Low Efficiency
TIC-7529,Closed,Low,Portal,Keyboard/Mouse,Hardware,Security Admin,2025-07-24 05:29:00,48,37.0,On-Time,4.0,UK,55.37,-3.43,6,0,0,11.0,6.857142857142857,0.22916666666666663,0.75,0.4375,Standard
TIC-7530,Closed,High,Chat,Password Reset,Security,L2 Technical Support,2025-07-15 20:13:00,8,2.3,On-Time,1.0,USA,37.09,-95.71,8,0,0,5.7,0.8888888888888888,0.7125,0.0,0.4275,Standard
TIC-7531,Closed,Low,Email,VPN Drop,Network,Network Ops,2025-09-09 01:25:00,48,27.66,On-Time,2.0,USA,37.09,-95.71,8,0,0,20.34,5.333333333333333,0.42374999999999996,0.25,0.35424999999999995,Low Efficiency
TIC-7532,Closed,High,Portal,Port Request,Network,Security Admin,2025-01-27 19:10:00,8,9.66,Breached,2.0,India,20.59,78.96,4,0,0,-1.6600000000000001,1.6,-0.20750000000000002,0.25,0.0,Low Efficiency
TIC-7533,Open,Low,Phone,Suspicious Email,Security,Network Ops,2025-09-21 09:29:00,48,,Pending,3.022642390289449,USA,37.09,-95.71,7,1,1,,6.0,,0.5056605975723623,,Pending
TIC-7534,Closed,Medium,Phone,Bug Report,Software,Infrastructure,2025-09-03 07:26:00,24,18.59,On-Time,3.0,Germany,51.16,10.45,3,0,0,5.41,6.0,0.2254166666666667,0.5,0.33525000000000005,Low Efficiency
TIC-7535,Closed,Low,Portal,Password Reset,Security,L2 Technical Support,2025-11-15 01:15:00,48,20.18,On-Time,4.0,Germany,51.16,10.45,6,0,0,27.82,6.857142857142857,0.5795833333333333,0.75,0.64775,Standard
TIC-7536,Closed,High,Portal,Wi-Fi Access,Network,Network Ops,2025-06-30 07:13:00,8,10.19,Breached,2.0,Germany,51.16,10.45,3,0,0,-2.1899999999999995,2.0,-0.27374999999999994,0.25,0.0,Low Efficiency
TIC-7537,Closed,Medium,Portal,Laptop Repair,Hardware,Network Ops,2025-04-29 05:52:00,24,28.65,Breached,4.0,UK,55.37,-3.43,6,0,0,-4.649999999999999,3.4285714285714284,-0.19374999999999987,0.75,0.18375000000000014,Low Efficiency
TIC-7538,Closed,Critical,Portal,Port Request,Network,L1 Service Desk,2025-12-06 18:41:00,4,4.84,Breached,1.0,Brazil,-14.23,-51.92,1,0,0,-0.8399999999999999,2.0,-0.20999999999999996,0.0,0.0,Low Efficiency
TIC-7539,Closed,Critical,Chat,Printer,Hardware,Infrastructure,2025-05-18 11:58:00,4,5.26,Breached,1.0,India,20.59,78.96,2,0,0,-1.2599999999999998,1.3333333333333333,-0.31499999999999995,0.0,0.0,Low Efficiency
TIC-7540,Closed,Low,Phone,Monitor Issue,Hardware,Infrastructure,2025-10-03 16:21:00,48,24.56,On-Time,3.0,UK,55.37,-3.43,6,0,0,23.44,6.857142857142857,0.4883333333333334,0.5,0.49300000000000005,Standard
TIC-7541,Resolved,Low,Email,Keyboard/Mouse,Hardware,Security Admin,2025-03-16 12:04:00,48,53.15,Breached,3.022642390289449,USA,37.09,-95.71,2,0,1,-5.149999999999999,16.0,-0.10729166666666656,0.5056605975723623,0.13788923902894498,Low Efficiency
TIC-7542,Closed,High,Phone,Update Failure,Software,Network Ops,2025-08-06 14:23:00,8,0.83,On-Time,2.0,USA,37.09,-95.71,6,0,0,7.17,1.1428571428571428,0.89625,0.25,0.6377499999999999,Standard
TIC-7543,Closed,High,Portal,Password Reset,Security,Security Admin,2025-12-22 16:11:00,8,6.61,On-Time,3.0,India,20.59,78.96,6,0,0,1.3899999999999997,1.1428571428571428,0.17374999999999996,0.5,0.30424999999999996,Low Efficiency
TIC-7544,Closed,Medium,Portal,Bug Report,Software,L1 Service Desk,2025-10-15 03:50:00,24,24.71,Breached,3.0,UK,55.37,-3.43,12,0,0,-0.7100000000000009,1.8461538461538463,-0.029583333333333295,0.5,0.18225000000000002,Low Efficiency
TIC-7545,Closed,Medium,Portal,Keyboard/Mouse,Hardware,Network Ops,2025-09-30 23:06:00,24,13.6,On-Time,4.0,Germany,51.16,10.45,4,0,0,10.4,4.8,0.43333333333333335,0.75,0.56,Standard
TIC-7546,Closed,Critical,Email,MFA Reset,Security,Security Admin,2025-08-18 21:07:00,4,0.66,On-Time,5.0,Brazil,-14.23,-51.92,1,0,0,3.34,2.0,0.835,1.0,0.901,High Performer
TIC-7547,Closed,Medium,Email,Port Request,Network,L1 Service Desk,2025-12-07 15:28:00,24,25.53,Breached,3.0,Germany,51.16,10.45,3,0,0,-1.5300000000000011,6.0,-0.06374999999999997,0.5,0.16175000000000003,Low Efficiency
TIC-7548,Closed,Low,Email,Slow Internet,Network,Network Ops,2025-07-23 20:29:00,48,47.48,On-Time,3.0,UK,55.37,-3.43,4,0,0,0.5200000000000031,9.6,0.010833333333333361,0.5,0.20650000000000002,Low Efficiency
TIC-7549,Closed,Medium,Email,Password Reset,Security,Infrastructure,2025-06-04 17:56:00,24,22.43,On-Time,3.0,India,20.59,78.96,2,0,0,1.5700000000000003,8.0,0.06541666666666668,0.5,0.23925000000000002,Low Efficiency
TIC-7550,Closed,Critical,Email,Port Request,Network,Infrastructure,2025-01-20 02:49:00,4,6.71,Breached,5.0,India,20.59,78.96,2,0,0,-2.71,1.3333333333333333,-0.6775,1.0,0.0,Low Efficiency
TIC-7551,Closed,Medium,Chat,Monitor Issue,Hardware,Infrastructure,2025-12-15 20:59:00,24,41.26,Breached,4.0,UK,55.37,-3.43,1,0,0,-17.259999999999998,12.0,-0.7191666666666665,0.75,0.0,Low Efficiency
TIC-7552,Closed,Low,Email,License Request,Software,Security Admin,2025-12-03 06:07:00,48,43.49,On-Time,4.0,India,20.59,78.96,6,0,0,4.509999999999998,6.857142857142857,0.09395833333333325,0.75,0.356375,Low Efficiency
TIC-7553,Closed,Medium,Portal,License Request,Software,Network Ops,2025-08-07 20:28:00,24,7.4,On-Time,2.0,India,20.59,78.96,12,0,0,16.6,1.8461538461538463,0.6916666666666667,0.25,0.515,Standard
TIC-7554,Closed,Medium,Portal,Printer,Hardware,Network Ops,2025-11-10 08:13:00,24,25.57,Breached,4.0,USA,37.09,-95.71,5,0,0,-1.5700000000000003,4.0,-0.06541666666666668,0.75,0.26075000000000004,Low Efficiency
TIC-7555,Closed,Low,Chat,Port Request,Network,L1 Service Desk,2025-02-20 22:56:00,48,63.08,Breached,3.0,USA,37.09,-95.71,7,0,0,-15.079999999999998,6.0,-0.3141666666666667,0.5,0.011499999999999982,Low Efficiency
TIC-7556,Closed,High,Portal,Wi-Fi Access,Network,L1 Service Desk,2025-03-09 11:30:00,8,6.9,On-Time,5.0,Germany,51.16,10.45,7,0,0,1.0999999999999996,1.0,0.13749999999999996,1.0,0.4825,Standard
TIC-7557,Closed,Medium,Email,Password Reset,Security,L1 Service Desk,2025-04-21 09:11:00,24,9.61,On-Time,3.0,USA,37.09,-95.71,3,0,0,14.39,6.0,0.5995833333333334,0.5,0.55975,Standard
TIC-7558,Closed,Low,Portal,Monitor Issue,Hardware,L2 Technical Support,2025-05-29 09:01:00,48,65.92,Breached,3.0,India,20.59,78.96,2,0,0,-17.92,16.0,-0.3733333333333333,0.5,0.0,Low Efficiency
TIC-7559,Closed,Medium,Email,Slow Internet,Network,Security Admin,2025-11-25 22:05:00,24,34.65,Breached,5.0,Brazil,-14.23,-51.92,5,0,0,-10.649999999999999,4.0,-0.44374999999999987,1.0,0.1337500000000001,Low Efficiency
TIC-7560,Closed,Low,Portal,Monitor Issue,Hardware,Security Admin,2025-09-27 09:49:00,48,24.3,On-Time,3.0,Brazil,-14.23,-51.92,7,0,0,23.7,6.0,0.49375,0.5,0.49625,Standard
TIC-7561,Closed,Medium,Portal,Monitor Issue,Hardware,Infrastructure,2025-07-16 10:40:00,24,31.75,Breached,2.0,Brazil,-14.23,-51.92,5,0,0,-7.75,4.0,-0.32291666666666674,0.25,0.0,Low Efficiency
TIC-7562,Closed,High,Phone,Keyboard/Mouse,Hardware,L1 Service Desk,2025-04-11 23:13:00,8,4.96,On-Time,5.0,USA,37.09,-95.71,2,0,0,3.04,2.6666666666666665,0.38,1.0,0.628,Standard
TIC-7563,Closed,Low,Email,Printer,Hardware,L2 Technical Support,2025-11-14 22:36:00,48,69.27,Breached,1.0,USA,37.09,-95.71,6,0,0,-21.269999999999996,6.857142857142857,-0.443125,0.0,0.0,Low Efficiency
TIC-7564,Closed,Medium,Chat,Laptop Repair,Hardware,Security Admin,2025-10-24 09:25:00,24,33.15,Breached,1.0,India,20.59,78.96,5,0,0,-9.149999999999999,4.0,-0.38124999999999987,0.0,0.0,Low Efficiency
TIC-7565,Closed,Low,Portal,Laptop Repair,Hardware,Security Admin,2025-05-12 15:17:00,48,34.69,On-Time,1.0,USA,37.09,-95.71,2,0,0,13.310000000000002,16.0,0.2772916666666667,0.0,0.16637500000000002,Low Efficiency
TIC-7566,Open,High,Email,VPN Drop,Network,L2 Technical Support,2025-11-03 20:40:00,8,,Pending,3.022642390289449,India,20.59,78.96,8,1,1,,0.8888888888888888,,0.5056605975723623,,Pending
TIC-7567,Closed,Medium,Email,VPN Drop,Network,L2 Technical Support,2025-05-09 06:07:00,24,40.17,Breached,1.0,USA,37.09,-95.71,8,0,0,-16.17,2.6666666666666665,-0.6737500000000001,0.0,0.0,Low Efficiency
TIC-7568,Closed,Medium,Email,Access Revoked,Security,Network Ops,2025-07-02 10:37:00,24,11.3,On-Time,3.0,UK,55.37,-3.43,3,0,0,12.7,6.0,0.5291666666666666,0.5,0.5175,Standard
TIC-7569,Closed,Low,Phone,Printer,Hardware,Network Ops,2025-08-21 05:16:00,48,69.67,Breached,5.0,USA,37.09,-95.71,8,0,0,-21.67,5.333333333333333,-0.4514583333333333,1.0,0.12912500000000005,Low Efficiency
TIC-7570,Closed,Medium,Portal,Port Request,Network,Security Admin,2025-01-25 04:42:00,24,18.82,On-Time,1.0,USA,37.09,-95.71,1,0,0,5.18,12.0,0.21583333333333332,0.0,0.12949999999999998,Low Efficiency
TIC-7571,Closed,Low,Phone,Password Reset,Security,Network Ops,2025-04-16 19:21:00,48,10.0,On-Time,2.0,Brazil,-14.23,-51.92,6,0,0,38.0,6.857142857142857,0.7916666666666666,0.25,0.575,Standard
TIC-7572,Closed,High,Chat,Keyboard/Mouse,Hardware,Infrastructure,2025-01-12 19:38:00,8,5.23,On-Time,5.0,Germany,51.16,10.45,5,0,0,2.7699999999999996,1.3333333333333333,0.34624999999999995,1.0,0.60775,Standard
TIC-7573,Closed,High,Email,VPN Drop,Network,L1 Service Desk,2025-04-01 15:39:00,8,11.1,Breached,3.0,Brazil,-14.23,-51.92,5,0,0,-3.0999999999999996,1.3333333333333333,-0.38749999999999996,0.5,0.0,Low Efficiency
TIC-7574,Closed,Low,Phone,Slow Internet,Network,Security Admin,2025-09-12 10:20:00,48,53.64,Breached,2.0,UK,55.37,-3.43,5,0,0,-5.640000000000001,8.0,-0.11749999999999994,0.25,0.02950000000000004,Low Efficiency
TIC-7575,Closed,Medium,Phone,License Request,Software,L2 Technical Support,2025-10-25 02:06:00,24,26.35,Breached,5.0,Germany,51.16,10.45,4,0,0,-2.3500000000000014,4.8,-0.09791666666666665,1.0,0.34125000000000005,Low Efficiency
TIC-7576,Closed,Critical,Email,Laptop Repair,Hardware,L1 Service Desk,2025-11-15 00:51:00,4,4.61,Breached,2.0,Brazil,-14.23,-51.92,7,0,0,-0.6100000000000003,0.5,-0.15250000000000008,0.25,0.008499999999999966,Low Efficiency
TIC-7577,Closed,Low,Chat,Port Request,Network,L2 Technical Support,2025-08-21 13:02:00,48,26.56,On-Time,5.0,USA,37.09,-95.71,8,0,0,21.44,5.333333333333333,0.44666666666666666,1.0,0.6679999999999999,Standard
TIC-7578,Closed,Medium,Portal,Printer,Hardware,Security Admin,2025-04-22 08:10:00,24,26.13,Breached,2.0,UK,55.37,-3.43,7,0,0,-2.129999999999999,3.0,-0.08874999999999988,0.25,0.046750000000000076,Low Efficiency
TIC-7579,Resolved,Medium,Phone,VPN Drop,Network,Security Admin,2025-10-22 20:37:00,24,39.81,Breached,3.022642390289449,Brazil,-14.23,-51.92,6,0,1,-15.810000000000002,3.4285714285714284,-0.6587500000000002,0.5056605975723623,0.0,Low Efficiency
TIC-7580,Closed,Low,Chat,Update Failure,Software,Security Admin,2025-08-07 18:31:00,48,23.85,On-Time,3.0,Brazil,-14.23,-51.92,4,0,0,24.15,9.6,0.503125,0.5,0.5018750000000001,Standard
TIC-7581,Resolved,High,Portal,Printer,Hardware,L2 Technical Support,2025-05-31 12:12:00,8,12.05,Breached,3.022642390289449,UK,55.37,-3.43,3,0,1,-4.050000000000001,2.0,-0.5062500000000001,0.5056605975723623,0.0,Low Efficiency
TIC-7582,Closed,Medium,Phone,Wi-Fi Access,Network,Security Admin,2025-06-10 09:39:00,24,32.69,Breached,5.0,Germany,51.16,10.45,7,0,0,-8.689999999999998,3.0,-0.3620833333333333,1.0,0.18275000000000005,Low Efficiency
TIC-7583,Closed,High,Phone,Access Revoked,Security,L1 Service Desk,2025-10-03 19:10:00,8,8.24,Breached,2.0,India,20.59,78.96,6,0,0,-0.2400000000000002,1.1428571428571428,-0.030000000000000027,0.25,0.08199999999999999,Low Efficiency
TIC-7584,Closed,Low,Chat,Bug Report,Software,Network Ops,2025-11-03 23:22:00,48,8.98,On-Time,5.0,Germany,51.16,10.45,6,0,0,39.019999999999996,6.857142857142857,0.8129166666666666,1.0,0.88775,High Performer
TIC-7585,Closed,Critical,Portal,Keyboard/Mouse,Hardware,Network Ops,2025-10-13 11:18:00,4,3.22,On-Time,1.0,Germany,51.16,10.45,6,0,0,0.7799999999999998,0.5714285714285714,0.19499999999999995,0.0,0.11699999999999997,Low Efficiency
TIC-7586,Closed,Low,Chat,VPN Drop,Network,L2 Technical Support,2025-09-10 00:05:00,48,74.58,Breached,2.0,Germany,51.16,10.45,6,0,0,-26.58,6.857142857142857,-0.55375,0.25,0.0,Low Efficiency
TIC-7587,Closed,Low,Portal,Monitor Issue,Hardware,Infrastructure,2025-04-30 01:50:00,48,72.15,Breached,3.0,Germany,51.16,10.45,7,0,0,-24.150000000000006,6.0,-0.503125,0.5,0.0,Low Efficiency
TIC-7588,Closed,Medium,Chat,Bug Report,Software,Network Ops,2025-11-13 19:17:00,24,19.61,On-Time,1.0,Germany,51.16,10.45,12,0,0,4.390000000000001,1.8461538461538463,0.18291666666666673,0.0,0.10975000000000003,Low Efficiency
TIC-7589,Resolved,High,Email,License Request,Software,L2 Technical Support,2025-12-25 21:08:00,8,8.32,Breached,3.022642390289449,Germany,51.16,10.45,6,0,1,-0.3200000000000003,1.1428571428571428,-0.040000000000000036,0.5056605975723623,0.1782642390289449,Low Efficiency
TIC-7590,Closed,Medium,Chat,Printer,Hardware,L2 Technical Support,2025-11-19 20:12:00,24,13.99,On-Time,4.0,UK,55.37,-3.43,4,0,0,10.01,4.8,0.41708333333333336,0.75,0.5502500000000001,Standard
TIC-7591,Closed,Low,Phone,VPN Drop,Network,Network Ops,2025-12-20 13:24:00,48,58.1,Breached,4.0,Germany,51.16,10.45,7,0,0,-10.100000000000001,6.0,-0.2104166666666667,0.75,0.17375000000000004,Low Efficiency
TIC-7592,Closed,Medium,Phone,Laptop Repair,Hardware,Infrastructure,2025-05-07 06:21:00,24,39.88,Breached,2.0,Brazil,-14.23,-51.92,3,0,0,-15.880000000000003,6.0,-0.6616666666666668,0.25,0.0,Low Efficiency
TIC-7593,Closed,Medium,Portal,Password Reset,Security,L1 Service Desk,2025-03-02 18:11:00,24,4.72,On-Time,1.0,Brazil,-14.23,-51.92,6,0,0,19.28,3.4285714285714284,0.8033333333333333,0.0,0.482,Standard
TIC-7594,Closed,Low,Chat,License Request,Software,L2 Technical Support,2025-12-10 21:30:00,48,37.25,On-Time,3.0,USA,37.09,-95.71,4,0,0,10.75,9.6,0.22395833333333337,0.5,0.33437500000000003,Low Efficiency
TIC-7595,Closed,Medium,Email,Login Issue,Software,Infrastructure,2025-01-12 14:34:00,24,25.14,Breached,3.0,Germany,51.16,10.45,9,0,0,-1.1400000000000006,2.4,-0.0475000000000001,0.5,0.17149999999999996,Low Efficiency
TIC-7596,Closed,Low,Portal,Login Issue,Software,Infrastructure,2025-12-14 15:35:00,48,5.11,On-Time,4.0,USA,37.09,-95.71,8,0,0,42.89,5.333333333333333,0.8935416666666667,0.75,0.836125,High Performer
TIC-7597,Closed,Critical,Portal,Access Revoked,Security,L1 Service Desk,2025-01-17 20:24:00,4,1.68,On-Time,1.0,Brazil,-14.23,-51.92,5,0,0,2.3200000000000003,0.6666666666666666,0.5800000000000001,0.0,0.34800000000000003,Low Efficiency
TIC-7598,Resolved,Low,Phone,Keyboard/Mouse,Hardware,Network Ops,2025-11-14 08:04:00,48,86.21,Breached,3.022642390289449,UK,55.37,-3.43,3,0,1,-38.209999999999994,12.0,-0.7960416666666665,0.5056605975723623,0.0,Low Efficiency
