Ticket_ID,Status,Priority,Source,Topic,Category,Agent_Group,Created_time,Expected_SLA_resolve,Resolution_Duration,SLA_Status,Survey_Results,Country,Latitude,Longitude,Agent_interactions
TIC-7807,Closed,High,Phone,Port Request,Network,L2 Technical Support,13-05-2025 19:00,8,13.19,Breached,4,Germany,51.16,10.45,5
TIC-7808,Closed,High,Email,License Request,Software,Security Admin,28-09-2025 18:14,8,6.09,On-Time,5,India,20.59,78.96,3
TIC-7809,Resolved,Critical,Phone,Laptop Repair,Hardware,Security Admin,23-01-2025 18:54,4,5.53,Breached,,USA,37.09,-95.71,7
TIC-7810,Closed,Low,Email,Login Issue,Software,L2 Technical Support,06-03-2025 04:04,48,33.84,On-Time,5,UK,55.37,-3.43,8
TIC-7811,Closed,Medium,Chat,License Request,Software,Network Ops,14-11-2025 21:53,24,6.5,On-Time,1,Brazil,-14.23,-51.92,5
TIC-7812,Closed,Medium,Portal,Port Request,Network,L2 Technical Support,25-08-2025 07:51,24,39.13,Breached,3,USA,37.09,-95.71,8
TIC-7813,Closed,Low,Email,License Request,Software,Security Admin,25-11-2025 17:34,48,52.49,Breached,3,Brazil,-14.23,-51.92,12
TIC-7814,Open,Medium,Portal,Printer,Hardware,Security Admin,04-04-2025 05:21,24,,Pending,,Germany,51.16,10.45,4
TIC-7815,Closed,Medium,Phone,License Request,Software,Security Admin,12-04-2025 21:19,24,16.7,On-Time,5,Brazil,-14.23,-51.92,9
TIC-7816,Closed,High,Phone,Suspicious Email,Security,L1 Service Desk,07-07-2025 14:11,8,6.42,On-Time,2,Germany,51.16,10.45,8
TIC-7817,Closed,Low,Phone,Slow Internet,Network,Security Admin,06-02-2025 09:21,48,68.96,Breached,2,UK,55.37,-3.43,4
TIC-7818,Closed,Critical,Phone,MFA Reset,Security,Security Admin,17-01-2025 20:53,4,3.35,On-Time,3,USA,37.09,-95.71,5
TIC-7819,Closed,Low,Chat,Login Issue,Software,L1 Service Desk,14-03-2025 07:05,48,48.2,Breached,5,India,20.59,78.96,12
TIC-7820,Closed,High,Phone,Access Revoked,Security,Infrastructure,19-09-2025 19:42,8,3.51,On-Time,1,UK,55.37,-3.43,2
TIC-7821,Closed,High,Email,Keyboard/Mouse,Hardware,Infrastructure,02-01-2025 02:46,8,11.62,Breached,1,Germany,51.16,10.45,7
TIC-7822,Closed,Medium,Email,Laptop Repair,Hardware,L1 Service Desk,08-02-2025 20:58,24,41.85,Breached,3,India,20.59,78.96,6
TIC-7823,Resolved,Medium,Chat,VPN Drop,Network,Security Admin,07-08-2025 16:04,24,15.4,On-Time,,Germany,51.16,10.45,7
TIC-7824,Closed,High,Portal,Suspicious Email,Security,Network Ops,02-01-2025 14:32,8,3.23,On-Time,5,Brazil,-14.23,-51.92,3
TIC-7825,Resolved,Low,Portal,Suspicious Email,Security,Network Ops,17-03-2025 09:45,48,4.06,On-Time,,Brazil,-14.23,-51.92,6
TIC-7826,Closed,Critical,Email,MFA Reset,Security,L2 Technical Support,26-12-2025 15:17,4,0.59,On-Time,1,Brazil,-14.23,-51.92,3
TIC-7827,Closed,Critical,Portal,Port Request,Network,Network Ops,21-04-2025 17:30,4,6.45,Breached,5,Germany,51.16,10.45,7
TIC-7828,Closed,Low,Portal,Port Request,Network,Infrastructure,27-08-2025 14:55,48,33.52,On-Time,2,Brazil,-14.23,-51.92,8
TIC-7829,Closed,Medium,Email,Password Reset,Security,Network Ops,09-03-2025 15:07,24,12.12,On-Time,4,Brazil,-14.23,-51.92,1
TIC-7830,Closed,Critical,Portal,VPN Drop,Network,Infrastructure,23-05-2025 00:03,4,3.94,On-Time,2,Germany,51.16,10.45,2
TIC-7831,Closed,Medium,Portal,Laptop Repair,Hardware,Infrastructure,20-01-2025 07:51,24,31.19,Breached,5,UK,55.37,-3.43,8
TIC-7832,Closed,Medium,Chat,Laptop Repair,Hardware,L1 Service Desk,28-12-2025 10:40,24,33.3,Breached,1,USA,37.09,-95.71,2
TIC-7833,Closed,Medium,Chat,Wi-Fi Access,Network,L2 Technical Support,06-03-2025 15:28,24,35.75,Breached,2,India,20.59,78.96,5
TIC-7834,Closed,Medium,Chat,Suspicious Email,Security,Security Admin,12-05-2025 07:28,24,12.17,On-Time,3,USA,37.09,-95.71,1
TIC-7835,Open,Low,Chat,Slow Internet,Network,Security Admin,08-09-2025 10:18,48,,Pending,,India,20.59,78.96,7
TIC-7836,Open,High,Chat,VPN Drop,Network,Security Admin,12-04-2025 07:13,8,,Pending,,Brazil,-14.23,-51.92,2
TIC-7837,Closed,Medium,Email,Suspicious Email,Security,Security Admin,08-04-2025 23:49,24,17.16,On-Time,4,Brazil,-14.23,-51.92,4
TIC-7838,Closed,Medium,Portal,VPN Drop,Network,Security Admin,26-03-2025 07:31,24,35.84,Breached,1,Brazil,-14.23,-51.92,8
TIC-7839,Closed,Medium,Phone,License Request,Software,Network Ops,29-12-2025 02:10,24,17.82,On-Time,4,UK,55.37,-3.43,12
TIC-7840,Closed,High,Chat,MFA Reset,Security,L2 Technical Support,16-08-2025 00:06,8,2.53,On-Time,3,USA,37.09,-95.71,2
TIC-7841,Closed,Medium,Chat,Bug Report,Software,Network Ops,25-04-2025 07:34,24,12.09,On-Time,5,UK,55.37,-3.43,12
TIC-7842,Closed,Low,Chat,Laptop Repair,Hardware,Infrastructure,05-12-2025 18:13,48,27.19,On-Time,3,India,20.59,78.96,7
TIC-7843,Closed,Low,Email,Suspicious Email,Security,Network Ops,20-07-2025 07:58,48,40.86,On-Time,5,UK,55.37,-3.43,3
TIC-7844,Closed,Low,Email,Bug Report,Software,L1 Service Desk,26-05-2025 07:56,48,49.22,Breached,4,USA,37.09,-95.71,6
TIC-7845,Closed,Medium,Chat,Bug Report,Software,Security Admin,24-01-2025 14:58,24,12.99,On-Time,1,USA,37.09,-95.71,9
TIC-7846,Closed,Medium,Portal,Suspicious Email,Security,Infrastructure,09-10-2025 03:00,24,8.03,On-Time,3,UK,55.37,-3.43,2
TIC-7847,Closed,Low,Portal,Printer,Hardware,Infrastructure,19-05-2025 23:51,48,31.37,On-Time,1,USA,37.09,-95.71,6
TIC-7848,Closed,Critical,Email,License Request,Software,Infrastructure,28-05-2025 02:15,4,1.82,On-Time,5,Brazil,-14.23,-51.92,11
TIC-7849,Closed,Medium,Chat,Laptop Repair,Hardware,Security Admin,15-06-2025 07:25,24,27.37,Breached,2,Germany,51.16,10.45,5
TIC-7850,Closed,Medium,Phone,Monitor Issue,Hardware,L1 Service Desk,09-05-2025 10:24,24,33.41,Breached,5,Brazil,-14.23,-51.92,2
TIC-7851,Closed,Medium,Portal,Bug Report,Software,L2 Technical Support,22-03-2025 02:08,24,2.61,On-Time,3,UK,55.37,-3.43,11
TIC-7852,Closed,Low,Phone,VPN Drop,Network,Network Ops,31-07-2025 12:49,48,41.66,On-Time,5,India,20.59,78.96,5
TIC-7853,Closed,Critical,Portal,Monitor Issue,Hardware,L1 Service Desk,16-07-2025 14:44,4,2.1,On-Time,1,UK,55.37,-3.43,2
TIC-7854,Closed,Low,Email,Printer,Hardware,Security Admin,27-03-2025 16:12,48,42.62,On-Time,2,UK,55.37,-3.43,2
TIC-7855,Resolved,Low,Email,Monitor Issue,Hardware,L2 Technical Support,18-03-2025 04:04,48,51.51,Breached,,USA,37.09,-95.71,7
TIC-7856,Closed,High,Phone,Keyboard/Mouse,Hardware,Security Admin,21-06-2025 17:17,8,6.31,On-Time,1,India,20.59,78.96,8
TIC-7857,Resolved,Medium,Portal,Laptop Repair,Hardware,Security Admin,06-03-2025 08:45,24,40.31,Breached,,India,20.59,78.96,1
TIC-7858,Closed,Low,Email,Laptop Repair,Hardware,Network Ops,11-04-2025 08:44,48,53.94,Breached,4,USA,37.09,-95.71,5
TIC-7859,Closed,Critical,Chat,Login Issue,Software,L1 Service Desk,27-10-2025 05:03,4,3.01,On-Time,3,India,20.59,78.96,4
TIC-7860,Closed,Medium,Chat,Laptop Repair,Hardware,L1 Service Desk,03-07-2025 02:59,24,21.83,On-Time,3,USA,37.09,-95.71,2
TIC-7861,Closed,Medium,Email,License Request,Software,L1 Service Desk,21-12-2025 20:05,24,24.46,Breached,5,India,20.59,78.96,8
TIC-7862,Closed,Critical,Chat,Access Revoked,Security,L2 Technical Support,14-11-2025 01:16,4,2.56,On-Time,1,Brazil,-14.23,-51.92,2
TIC-7863,Closed,Medium,Chat,Login Issue,Software,L2 Technical Support,22-09-2025 21:02,24,10.47,On-Time,3,Brazil,-14.23,-51.92,3
TIC-7864,Closed,Medium,Portal,Suspicious Email,Security,L1 Service Desk,20-08-2025 15:39,24,6.52,On-Time,4,Germany,51.16,10.45,1
TIC-7865,Closed,Medium,Portal,License Request,Software,Security Admin,19-06-2025 08:49,24,22.95,On-Time,3,Brazil,-14.23,-51.92,6
TIC-7866,Closed,High,Chat,Wi-Fi Access,Network,Network Ops,15-03-2025 07:18,8,13.7,Breached,4,Germany,51.16,10.45,6
TIC-7867,Closed,Low,Phone,VPN Drop,Network,Infrastructure,14-05-2025 05:08,48,73.05,Breached,3,India,20.59,78.96,7
TIC-7868,Closed,Low,Phone,License Request,Software,Security Admin,11-11-2025 06:58,48,11.9,On-Time,3,USA,37.09,-95.71,9
TIC-7869,Closed,Medium,Chat,Login Issue,Software,Infrastructure,03-05-2025 04:20,24,5.54,On-Time,4,USA,37.09,-95.71,4
TIC-7870,Closed,Low,Phone,License Request,Software,Security Admin,08-03-2025 10:13,48,41.9,On-Time,4,India,20.59,78.96,9
TIC-7871,Closed,Medium,Chat,Laptop Repair,Hardware,Security Admin,12-11-2025 06:59,24,21.13,On-Time,3,Germany,51.16,10.45,3
TIC-7872,Closed,Low,Portal,MFA Reset,Security,L2 Technical Support,01-02-2025 00:32,48,7.85,On-Time,2,India,20.59,78.96,8
TIC-7873,Closed,Low,Phone,Suspicious Email,Security,L1 Service Desk,08-06-2025 08:48,48,24.26,On-Time,1,UK,55.37,-3.43,7
TIC-7874,Closed,Medium,Email,Suspicious Email,Security,Infrastructure,03-11-2025 22:34,24,22.54,On-Time,5,USA,37.09,-95.71,3
TIC-7875,Closed,Medium,Portal,Keyboard/Mouse,Hardware,Security Admin,08-03-2025 01:21,24,20.9,On-Time,5,USA,37.09,-95.71,3
TIC-7876,Closed,High,Email,Bug Report,Software,Network Ops,02-07-2025 13:35,8,3.5,On-Time,2,India,20.59,78.96,6
TIC-7877,Closed,High,Chat,Login Issue,Software,Security Admin,30-03-2025 23:58,8,4.96,On-Time,3,India,20.59,78.96,12
TIC-7878,Closed,Medium,Portal,Login Issue,Software,Network Ops,16-06-2025 09:40,24,1.92,On-Time,1,UK,55.37,-3.43,10
TIC-7879,Resolved,Low,Chat,VPN Drop,Network,Security Admin,07-08-2025 08:21,48,42.36,On-Time,,Brazil,-14.23,-51.92,7
TIC-7880,Closed,Medium,Portal,Bug Report,Software,Network Ops,03-06-2025 17:36,24,25.39,Breached,1,USA,37.09,-95.71,10
TIC-7881,Closed,Critical,Phone,Login Issue,Software,L2 Technical Support,15-02-2025 04:12,4,3.71,On-Time,4,India,20.59,78.96,11
TIC-7882,Closed,Critical,Email,Monitor Issue,Hardware,Security Admin,11-03-2025 05:54,4,4.07,Breached,2,Brazil,-14.23,-51.92,6
TIC-7883,Resolved,High,Phone,Password Reset,Security,Infrastructure,08-08-2025 02:15,8,3.74,On-Time,,India,20.59,78.96,2
TIC-7884,Closed,High,Email,Password Reset,Security,L1 Service Desk,16-02-2025 12:15,8,5.39,On-Time,4,India,20.59,78.96,4
TIC-7885,Closed,Low,Email,Bug Report,Software,Infrastructure,09-04-2025 01:13,48,14.54,On-Time,1,Brazil,-14.23,-51.92,9
TIC-7886,Closed,Low,Email,Monitor Issue,Hardware,Security Admin,17-05-2025 08:24,48,36.08,On-Time,2,UK,55.37,-3.43,7
TIC-7887,Closed,Low,Portal,Laptop Repair,Hardware,Network Ops,16-05-2025 11:13,48,36.45,On-Time,2,Germany,51.16,10.45,4
TIC-7888,Resolved,Medium,Portal,Printer,Hardware,L1 Service Desk,17-05-2025 19:58,24,18.21,On-Time,,UK,55.37,-3.43,8
TIC-7889,Closed,Medium,Email,Suspicious Email,Security,Infrastructure,06-05-2025 19:23,24,4.96,On-Time,2,Brazil,-14.23,-51.92,8
TIC-7890,Closed,Medium,Chat,Keyboard/Mouse,Hardware,Infrastructure,27-08-2025 18:34,24,30.58,Breached,5,India,20.59,78.96,7
TIC-7891,Closed,Medium,Email,Slow Internet,Network,Security Admin,15-02-2025 05:16,24,30.11,Breached,3,India,20.59,78.96,8
TIC-7892,Closed,Medium,Chat,Suspicious Email,Security,Network Ops,28-04-2025 13:14,24,7.22,On-Time,1,Brazil,-14.23,-51.92,4
TIC-7893,Closed,Medium,Email,Update Failure,Software,L2 Technical Support,26-09-2025 16:50,24,16.25,On-Time,4,Germany,51.16,10.45,11
TIC-7894,Closed,Medium,Chat,License Request,Software,Security Admin,03-06-2025 01:08,24,4.67,On-Time,5,Brazil,-14.23,-51.92,5
TIC-7895,Closed,Low,Portal,Keyboard/Mouse,Hardware,Infrastructure,01-12-2025 21:59,48,35.98,On-Time,1,Brazil,-14.23,-51.92,8
TIC-7896,Closed,Medium,Portal,Update Failure,Software,L2 Technical Support,25-12-2025 05:30,24,10.06,On-Time,4,Germany,51.16,10.45,6
TIC-7897,Closed,Medium,Email,Printer,Hardware,Security Admin,02-09-2025 01:42,24,25.82,Breached,3,UK,55.37,-3.43,5
TIC-7898,Closed,High,Email,Laptop Repair,Hardware,Infrastructure,29-08-2025 14:56,8,5.46,On-Time,1,Brazil,-14.23,-51.92,6
TIC-7899,Closed,High,Email,Suspicious Email,Security,L2 Technical Support,02-08-2025 00:17,8,8.29,Breached,3,Germany,51.16,10.45,5
TIC-7900,Closed,Medium,Email,VPN Drop,Network,Security Admin,07-11-2025 23:43,24,23.03,On-Time,2,Germany,51.16,10.45,7
TIC-7901,Open,Low,Portal,Access Revoked,Security,L1 Service Desk,07-08-2025 18:26,48,,Pending,,Germany,51.16,10.45,8
TIC-7902,Open,Medium,Chat,Wi-Fi Access,Network,Security Admin,30-01-2025 02:24,24,,Pending,,Brazil,-14.23,-51.92,8
TIC-7903,Closed,Medium,Email,Update Failure,Software,L2 Technical Support,08-01-2025 05:48,24,10.11,On-Time,3,Brazil,-14.23,-51.92,11
TIC-7904,Closed,Medium,Portal,Password Reset,Security,L2 Technical Support,27-04-2025 02:42,24,18.06,On-Time,2,India,20.59,78.96,1
TIC-7905,Closed,Medium,Portal,License Request,Software,Infrastructure,10-09-2025 15:08,24,3.07,On-Time,1,USA,37.09,-95.71,12
TIC-7906,Closed,Medium,Email,VPN Drop,Network,L1 Service Desk,06-05-2025 13:20,24,30.8,Breached,1,USA,37.09,-95.71,2
TIC-7907,Closed,Medium,Chat,Laptop Repair,Hardware,Infrastructure,20-01-2025 02:28,24,16.7,On-Time,5,India,20.59,78.96,7
TIC-7908,Closed,Low,Chat,Wi-Fi Access,Network,Security Admin,13-11-2025 19:47,48,59.39,Breached,4,USA,37.09,-95.71,2
TIC-7909,Closed,Critical,Portal,Update Failure,Software,L2 Technical Support,08-08-2025 09:28,4,2.69,On-Time,3,UK,55.37,-3.43,9
TIC-7910,Closed,Medium,Portal,MFA Reset,Security,Infrastructure,04-07-2025 16:49,24,15.68,On-Time,4,India,20.59,78.96,8
TIC-7911,Closed,Medium,Chat,Slow Internet,Network,Security Admin,18-08-2025 05:24,24,14.17,On-Time,1,India,20.59,78.96,8
TIC-7912,Open,Low,Email,Port Request,Network,L2 Technical Support,05-10-2025 03:00,48,,Pending,,Germany,51.16,10.45,7
TIC-7913,Resolved,Critical,Chat,Slow Internet,Network,Infrastructure,10-12-2025 13:25,4,5.51,Breached,,USA,37.09,-95.71,5
TIC-7914,Closed,Medium,Chat,VPN Drop,Network,L1 Service Desk,14-06-2025 23:03,24,20.33,On-Time,3,Germany,51.16,10.45,7
TIC-7915,Resolved,Low,Phone,VPN Drop,Network,L2 Technical Support,31-03-2025 19:02,48,70.77,Breached,,Germany,51.16,10.45,3
TIC-7916,Resolved,Critical,Email,Keyboard/Mouse,Hardware,Infrastructure,09-08-2025 20:50,4,6.78,Breached,,Brazil,-14.23,-51.92,6
TIC-7917,Closed,Low,Phone,Bug Report,Software,L1 Service Desk,08-05-2025 12:15,48,28.61,On-Time,1,USA,37.09,-95.71,5
TIC-7918,Closed,High,Chat,Monitor Issue,Hardware,L2 Technical Support,26-12-2025 03:01,8,8.57,Breached,3,UK,55.37,-3.43,1
TIC-7919,Resolved,Medium,Phone,Printer,Hardware,Infrastructure,03-05-2025 15:42,24,24.55,Breached,,Germany,51.16,10.45,2
TIC-7920,Closed,Medium,Phone,Password Reset,Security,Network Ops,29-08-2025 03:25,24,18.6,On-Time,5,UK,55.37,-3.43,7
TIC-7921,Closed,Medium,Email,Laptop Repair,Hardware,L2 Technical Support,19-06-2025 18:21,24,32.65,Breached,5,Germany,51.16,10.45,1
TIC-7922,Resolved,High,Email,Monitor Issue,Hardware,L2 Technical Support,22-09-2025 06:28,8,4.77,On-Time,,Germany,51.16,10.45,3
TIC-7923,Closed,Low,Portal,Laptop Repair,Hardware,Network Ops,11-09-2025 23:39,48,66.94,Breached,2,Germany,51.16,10.45,2
TIC-7924,Closed,High,Portal,Monitor Issue,Hardware,Network Ops,05-11-2025 21:25,8,13.99,Breached,3,USA,37.09,-95.71,5
TIC-7925,Closed,Low,Email,Update Failure,Software,Network Ops,14-12-2025 23:57,48,50.12,Breached,1,UK,55.37,-3.43,11
TIC-7926,Closed,Low,Email,Suspicious Email,Security,L2 Technical Support,30-09-2025 04:02,48,14.79,On-Time,2,UK,55.37,-3.43,8
TIC-7927,Closed,Medium,Email,Slow Internet,Network,L2 Technical Support,26-01-2025 09:17,24,26.2,Breached,2,UK,55.37,-3.43,2
TIC-7928,Closed,Low,Portal,Suspicious Email,Security,Security Admin,08-08-2025 02:15,48,33.3,On-Time,3,India,20.59,78.96,6
TIC-7929,Closed,Medium,Chat,Suspicious Email,Security,L2 Technical Support,18-03-2025 19:17,24,20.02,On-Time,3,Germany,51.16,10.45,2
TIC-7930,Closed,Medium,Phone,Wi-Fi Access,Network,L1 Service Desk,21-08-2025 12:06,24,20.24,On-Time,3,USA,37.09,-95.71,1
TIC-7931,Closed,Low,Email,VPN Drop,Network,Infrastructure,29-11-2025 15:49,48,44.25,On-Time,4,USA,37.09,-95.71,4
TIC-7932,Closed,High,Chat,VPN Drop,Network,Network Ops,01-10-2025 17:48,8,12.16,Breached,1,USA,37.09,-95.71,3
TIC-7933,Resolved,Medium,Phone,Suspicious Email,Security,L2 Technical Support,27-11-2025 14:45,24,4.37,On-Time,,UK,55.37,-3.43,6
TIC-7934,Closed,Low,Portal,Monitor Issue,Hardware,L2 Technical Support,30-01-2025 05:26,48,30.13,On-Time,1,Brazil,-14.23,-51.92,6
TIC-7935,Closed,Critical,Portal,License Request,Software,Infrastructure,21-03-2025 07:28,4,2.82,On-Time,4,Germany,51.16,10.45,9
TIC-7936,Closed,High,Email,Slow Internet,Network,L2 Technical Support,02-01-2025 01:54,8,9.81,Breached,2,India,20.59,78.96,8
TIC-7937,Resolved,Low,Chat,Monitor Issue,Hardware,L1 Service Desk,08-12-2025 21:32,48,63.83,Breached,,UK,55.37,-3.43,6
TIC-7938,Closed,Medium,Email,Monitor Issue,Hardware,Network Ops,09-05-2025 13:01,24,23.2,On-Time,4,Brazil,-14.23,-51.92,3
TIC-7939,Closed,Medium,Chat,Laptop Repair,Hardware,Network Ops,29-09-2025 09:38,24,25.4,Breached,1,India,20.59,78.96,1
TIC-7940,Closed,Low,Chat,Port Request,Network,L1 Service Desk,20-03-2025 13:21,48,56.78,Breached,2,Germany,51.16,10.45,3
TIC-7941,Closed,Low,Portal,Keyboard/Mouse,Hardware,L1 Service Desk,26-06-2025 02:34,48,51.93,Breached,2,USA,37.09,-95.71,4
TIC-7942,Closed,Low,Chat,Access Revoked,Security,Infrastructure,16-05-2025 07:26,48,7.07,On-Time,1,Brazil,-14.23,-51.92,3
TIC-7943,Open,Medium,Email,Monitor Issue,Hardware,L1 Service Desk,18-04-2025 09:03,24,,Pending,,India,20.59,78.96,5
TIC-7944,Closed,Medium,Chat,Slow Internet,Network,Network Ops,20-08-2025 03:47,24,40.45,Breached,3,Brazil,-14.23,-51.92,1
TIC-7945,Closed,Medium,Phone,License Request,Software,Infrastructure,20-03-2025 20:40,24,16.44,On-Time,4,Germany,51.16,10.45,8
TIC-7946,Closed,Low,Portal,Bug Report,Software,Network Ops,08-07-2025 04:27,48,5.47,On-Time,4,UK,55.37,-3.43,3
TIC-7947,Closed,Low,Phone,License Request,Software,Security Admin,22-09-2025 04:08,48,2.77,On-Time,5,Brazil,-14.23,-51.92,9
TIC-7948,Closed,Medium,Phone,Keyboard/Mouse,Hardware,Network Ops,31-07-2025 02:52,24,38.6,Breached,2,Germany,51.16,10.45,3
TIC-7949,Closed,Medium,Chat,Laptop Repair,Hardware,Infrastructure,04-04-2025 15:50,24,34.13,Breached,2,UK,55.37,-3.43,1
TIC-7950,Closed,Low,Chat,Keyboard/Mouse,Hardware,Network Ops,27-03-2025 07:36,48,72.77,Breached,4,UK,55.37,-3.43,1
TIC-7951,Closed,High,Phone,Laptop Repair,Hardware,Security Admin,14-08-2025 20:11,8,14.32,Breached,3,UK,55.37,-3.43,7
TIC-7952,Closed,Medium,Phone,License Request,Software,Network Ops,08-02-2025 12:51,24,25.81,Breached,4,USA,37.09,-95.71,7
TIC-7953,Resolved,Low,Phone,Update Failure,Software,L1 Service Desk,05-01-2025 11:28,48,25.12,On-Time,,UK,55.37,-3.43,4
TIC-7954,Closed,High,Email,Printer,Hardware,L2 Technical Support,10-10-2025 23:18,8,9.57,Breached,5,UK,55.37,-3.43,7
TIC-7955,Closed,Medium,Portal,Laptop Repair,Hardware,L1 Service Desk,11-06-2025 19:40,24,26.09,Breached,3,UK,55.37,-3.43,6
TIC-7956,Closed,High,Email,License Request,Software,Security Admin,31-07-2025 12:33,8,0.86,On-Time,3,USA,37.09,-95.71,10
TIC-7957,Closed,High,Email,Suspicious Email,Security,Network Ops,24-08-2025 18:27,8,1.97,On-Time,3,Brazil,-14.23,-51.92,2
TIC-7958,Closed,High,Email,Keyboard/Mouse,Hardware,L2 Technical Support,28-12-2025 13:08,8,10.77,Breached,1,India,20.59,78.96,8
TIC-7959,Closed,Low,Chat,MFA Reset,Security,L1 Service Desk,12-05-2025 03:31,48,51.98,Breached,1,Germany,51.16,10.45,6
TIC-7960,Closed,Medium,Phone,Password Reset,Security,L1 Service Desk,05-06-2025 17:23,24,8.79,On-Time,2,Germany,51.16,10.45,5
TIC-7961,Closed,Critical,Email,Update Failure,Software,Security Admin,27-10-2025 17:49,4,1.64,On-Time,3,Germany,51.16,10.45,10
TIC-7962,Closed,Medium,Email,VPN Drop,Network,L1 Service Desk,23-05-2025 17:56,24,14.98,On-Time,4,Brazil,-14.23,-51.92,3
TIC-7963,Closed,Medium,Email,Login Issue,Software,Infrastructure,29-03-2025 22:42,24,19.05,On-Time,3,USA,37.09,-95.71,3
TIC-7964,Closed,High,Phone,Password Reset,Security,Security Admin,07-12-2025 09:33,8,0.59,On-Time,3,Brazil,-14.23,-51.92,1
TIC-7965,Resolved,Medium,Portal,Slow Internet,Network,Infrastructure,28-10-2025 19:12,24,15.57,On-Time,,India,20.59,78.96,6
TIC-7966,Closed,High,Phone,Access Revoked,Security,Security Admin,22-01-2025 19:48,8,6.66,On-Time,5,Brazil,-14.23,-51.92,1
TIC-7967,Open,Critical,Email,Wi-Fi Access,Network,Security Admin,03-04-2025 12:43,4,,Pending,,UK,55.37,-3.43,1
TIC-7968,Closed,Low,Chat,Access Revoked,Security,L2 Technical Support,29-12-2025 18:50,48,23.66,On-Time,4,Brazil,-14.23,-51.92,2
TIC-7969,Closed,Medium,Portal,Monitor Issue,Hardware,Security Admin,13-08-2025 10:32,24,42.15,Breached,1,USA,37.09,-95.71,1
TIC-7970,Closed,Medium,Email,Access Revoked,Security,Infrastructure,21-03-2025 21:26,24,2.65,On-Time,5,UK,55.37,-3.43,7
TIC-7971,Closed,Low,Email,Update Failure,Software,L2 Technical Support,13-05-2025 04:00,48,29.39,On-Time,5,Brazil,-14.23,-51.92,11
TIC-7972,Open,Medium,Portal,Slow Internet,Network,Security Admin,04-08-2025 05:00,24,,Pending,,USA,37.09,-95.71,6
TIC-7973,Closed,Critical,Phone,Password Reset,Security,L1 Service Desk,01-09-2025 22:58,4,4.03,Breached,3,USA,37.09,-95.71,4
TIC-7974,Closed,Low,Email,MFA Reset,Security,L2 Technical Support,21-02-2025 05:47,48,24.45,On-Time,2,UK,55.37,-3.43,1
TIC-7975,Closed,High,Portal,Printer,Hardware,Network Ops,06-12-2025 06:59,8,13.44,Breached,5,India,20.59,78.96,3
TIC-7976,Closed,High,Email,Wi-Fi Access,Network,L2 Technical Support,07-06-2025 16:41,8,5.95,On-Time,5,USA,37.09,-95.71,4
TIC-7977,Closed,Medium,Phone,VPN Drop,Network,Infrastructure,20-09-2025 21:56,24,13.69,On-Time,1,UK,55.37,-3.43,1
TIC-7978,Closed,Medium,Chat,Password Reset,Security,L2 Technical Support,28-04-2025 01:34,24,13.79,On-Time,5,Germany,51.16,10.45,5
TIC-7979,Closed,Medium,Portal,Login Issue,Software,Security Admin,16-02-2025 15:42,24,15.4,On-Time,3,Brazil,-14.23,-51.92,4
TIC-7980,Closed,Critical,Phone,Monitor Issue,Hardware,Infrastructure,09-12-2025 06:09,4,2.79,On-Time,5,Germany,51.16,10.45,2
TIC-7981,Closed,Medium,Chat,Update Failure,Software,L2 Technical Support,01-07-2025 09:34,24,11.72,On-Time,4,UK,55.37,-3.43,8
TIC-7982,Resolved,High,Phone,Access Revoked,Security,Network Ops,21-11-2025 15:40,8,7.54,On-Time,,Brazil,-14.23,-51.92,3
TIC-7983,Closed,Low,Portal,Laptop Repair,Hardware,Security Admin,18-03-2025 06:46,48,46,On-Time,1,UK,55.37,-3.43,8
TIC-7984,Closed,Medium,Phone,Suspicious Email,Security,L2 Technical Support,05-12-2025 14:44,24,13.64,On-Time,5,USA,37.09,-95.71,8
TIC-7985,Closed,Low,Phone,Password Reset,Security,Security Admin,01-12-2025 13:05,48,35.65,On-Time,2,India,20.59,78.96,3
TIC-7986,Resolved,High,Portal,Port Request,Network,Infrastructure,21-01-2025 04:17,8,6.74,On-Time,,India,20.59,78.96,2
TIC-7987,Closed,Critical,Phone,Login Issue,Software,Network Ops,06-01-2025 03:49,4,2.94,On-Time,3,Germany,51.16,10.45,7
TIC-7988,Closed,Low,Chat,Update Failure,Software,Security Admin,26-01-2025 23:42,48,25.85,On-Time,2,Brazil,-14.23,-51.92,3
TIC-7989,Closed,Medium,Chat,MFA Reset,Security,Infrastructure,17-10-2025 09:12,24,15.28,On-Time,5,Germany,51.16,10.45,1
TIC-7990,Closed,Low,Portal,Slow Internet,Network,L2 Technical Support,22-07-2025 09:48,48,86.27,Breached,1,USA,37.09,-95.71,3
TIC-7991,Closed,Low,Portal,Printer,Hardware,L1 Service Desk,14-04-2025 02:32,48,24.44,On-Time,1,Brazil,-14.23,-51.92,6
TIC-7992,Closed,High,Chat,Login Issue,Software,Infrastructure,02-02-2025 13:28,8,6.67,On-Time,1,Brazil,-14.23,-51.92,9
TIC-7993,Closed,High,Email,Password Reset,Security,L1 Service Desk,28-12-2025 21:56,8,6.15,On-Time,2,Germany,51.16,10.45,5
TIC-7994,Closed,Medium,Phone,MFA Reset,Security,Security Admin,02-08-2025 15:03,24,13.33,On-Time,2,Brazil,-14.23,-51.92,1
TIC-7995,Resolved,High,Phone,Bug Report,Software,Network Ops,24-04-2025 12:49,8,3,On-Time,,Germany,51.16,10.45,11
